DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO OF TRADES,SYMBOL
2021/6/8,EQ,684.05,692,681,680.1,691.5,689.7,687.22,746,486.25,3425861,2354315273,76891,HDFCLIFE
